"Gene","Module","CSE.1","CSE.2","CSE.3","CZ.1","CZ.2","CZ.3","ESR.1","ESR.2","ESR.3","BETL.1","BETL.2","BETL.3","AL.1","AL.2","AL.3","EMB.1","EMB.2","EMB.3","NU","PC","PE","PED"
"GRMZM2G114055","M8",12.703,4.57802,8.21523,1.0415,0.100593,0.129235,0.0841969,0.279224,0.0952365,0,0.16494,0,0,0,0,18.9902,23.6307,27.0125,1.90795,9.59496,2.86129,6.42836
"GRMZM2G114057","M7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89698,14.4197,11.8742,12.972,0,0.605281,11.0475,0
"GRMZM2G114113","M12",0.91194,0.775512,0.954301,0,0,0,0.566642,0,0.403677,0,0,0,22.3023,22.6501,21.6109,9.64432,14.6016,12.2213,0.436979,0,0,0.171149
"GRMZM2G114119","M15",0,10.6142,4.61365,2.92733,4.54738,3.77645,28.9176,26.5498,47.3146,0,0,0,0,0,1.30102,0,0,0,9.83885,3.66222,2.00202,0
"GRMZM2G114127","M6",0,0,0,0,0,0,0.406222,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6232,0
"GRMZM2G114140","M6",0,0,1.69962,0,0,0.662384,0,0,0.996285,0,0,0.791689,0,0,0,6.65e-05,2.13078,0.848429,0,0,13.0395,1.45807
"GRMZM2G114153","M3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925217,0,0,0,2.10335,24.9558
"GRMZM2G114184","M5",0,0.845956,1.61868,0,0,5.90885,2.22856,8.91424,4.71802,0,0,0,2.31374,0,0,0,0,0,1.51196,0,27.0682,21.5215
"GRMZM2G114192","M4",14.0324,15.6542,16.1697,17.8111,14.2408,12.6358,1.48851,1.74387,0.420183,0,0.372605,1.60578,6.11334,6.10305,4.00486,8.47032,5.2108,3.56404,76.0598,0.19315,0.355052,0.352432
"GRMZM2G114234","M17",51.3828,36.1632,37.8324,68.1011,61.0331,83.0935,27.5439,25.9929,30.6239,23.4656,40.1627,30.7094,6.5106,5.16801,5.89669,8.46107,6.34142,10.674,7.03293,2.8082,8.05041,8.78296
"GRMZM2G114276","M2",2.9491,3.71968,4.01662,5.68206,4.50698,4.57226,2.56101,1.85808,3.61884,2.10503,0.138845,0.27865,14.6694,17.2717,17.6698,23.5185,25.2417,32.0114,0.226923,0,0.529085,0
"GRMZM2G114322","M6",0,0.75943,0.668409,1.41848,0.601366,0,1.46538,0,3.03663,0,0.858096,0.847187,3.02369,1.98864,4.00974,26.8353,9.67754,20.9605,6.04638,2.96972,137.501,31.7589
"GRMZM2G114325","M3",4.71634,3.08525,3.32046,10.9877,10.4099,5.22366,5.55772,2.2478,6.96936,5.62797,6.25003,4.79377,2.69784,2.60766,4.33656,1.75438,0.732573,2.33688,5.47992,13.107,22.5342,34.2773
"GRMZM2G114356","M11",5.1065,0.518222,1.40122,0.484484,2.68011,0,7.77899,3.3962,17.0618,9.7944,0,1.89119,6.76673,23.9153,43.7746,0.840076,8.583,3.97253,720.955,2966.78,1461.09,15.1511
"GRMZM2G114394","M8",1.19675,1.55849,2.07545,0.686992,0.553246,0.395924,2.44754,1.28512,2.37284,2.83551,2.7555,2.21994,5.17476,5.75879,4.75835,19.841,15.1203,15.3769,0.107367,0.180552,5.06488,3.24796
"GRMZM2G114469","M5",0,0,0.445363,0.849427,0,0.337757,0,0.335394,0.720368,0.583758,0.206884,0.795101,0.703393,0.432842,2.21104,0.204485,0,0,0.321835,0.212478,4.1547,6.67751
"GRMZM2G114552","M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.548,13.4915,5.6861,0,0,0.687853,0
"GRMZM2G114570","M3",16.6417,15.5872,15.6653,13.5737,12.7983,11.5211,9.24814,5.32799,9.01341,6.14232,2.35912,2.32063,26.9424,21.2038,25.1386,14.6533,8.23619,13.2083,0.702077,5.86018,64.8413,46.4041
"GRMZM2G114619","M13",0,0,0,0,0,0,0.254185,0,0,0,0,0,0,0,0.386796,0.476079,0.540102,0.630526,0.484348,3.38707,5.13773,0.641334
"GRMZM2G114634","M11",6.01778,9.28979,5.81733,7.84462,9.68717,6.52521,17.5549,4.36247,11.0577,12.9145,2.42951,11.0529,7.15708,3.18216,9.86102,0.841619,8.71606,3.73091,3.49223,35.725,4.11979,7.93284
"GRMZM2G114644","M4",0,0,34.8606,0,0,0,0,0,0,0,0,0,0,0,0,20.4442,0,0,70.694,17.8529,58.9367,0
"GRMZM2G114660","M12",2.67535,4.2886,4.5984,2.13258,0.484913,4.14221,3.57817,3.61132,2.69416,0.81244,0,4.47926,9.76168,9.18527,19.1598,0,1.36602,1.59322,0,2.4587,1.49118,4.574
"GRMZM2G114661","M7",1.52526,0,0,0,2.89183,0.82604,0.214454,2.40646,1.07559,0,0,0,2.88618,1.54834,3.36859,2.78691,4.00036,3.72721,0.729386,0,2.58663,0
"GRMZM2G114673","M18",0,0,1.25317,0,1.02955,3.18703,0,0,7.01434,7.89341,12.5368,22.7886,0,0,0,0,0,3.33969,0,0,0,6.73145
"GRMZM2G114675","M6",0,1.0701,0,0.238639,0.731558,1.17255,1.59859,1.00979,2.69048,0,0,0,0,0.196765,0.877394,31.0158,22.2724,28.769,6.98406,3.72518,53.4743,1.86137
"GRMZM2G114681","M5",2.17287,5.38368,2.82067,8.3708,3.42141,8.72588,3.46683,2.25064,3.44768,9.54877,38.1795,2.58923,12.3624,5.75038,11.7954,21.4516,19.6224,12.2394,8.25729,36.212,60.896,60.677
"GRMZM2G114688","M6",0.556803,1.3484,0.693213,0.153468,1.01115,0.318665,3.07575,3.73876,1.31216,0.192716,0.908434,0.114053,2.31412,1.12352,0.960287,3.98209,1.84627,2.48474,0.462536,0.196263,5.38639,0.71571
"GRMZM2G114704","M11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295475,0,0,0,0,11.6958,3.98567,2.59249
"GRMZM2G114706","M12",8.25585,5.90678,10.6961,1.24757,1.71049,0.825441,0.288576,0.382494,1.44561,1.11856,0.805635,0.638929,23.0448,26.667,22.6141,7.97917,12.3543,7.84927,1.00304,11.7925,17.1405,2.03987
"GRMZM2G114707","M4",1.3293,2.12947,2.45845,1.59166,6.21435,4.90699,2.31588,1.75181,2.72536,4.71389,1.92623,3.39352,2.1924,2.4736,3.84233,0.455878,1.01857,1.41629,17.2534,0.963422,2.32073,3.52473
"GRMZM2G114720","M5",0,0,0.445749,0.895305,1.23402,2.09253,0.832022,1.01432,0,2.01791,0,0,3.69989,1.61247,4.64629,3.9041,0.971652,15.6706,0,1.37081,6.05592,9.143
"GRMZM2G114751","M6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57847,0,6.81711,17.014,0.899925
"GRMZM2G114772","M4",1.28869,0.985748,0.827699,0.969269,0.91318,0.445799,1.17434,1.45935,2.69448,1.68e-06,1.5853,0.952892,5.3542,3.40716,2.22668,2.34961,0.66765,1.41742,24.1244,3.98816,1.44245,4.18598
"GRMZM2G114850","M11",2.0895,1.50935,0.979331,0,0.352815,0,0.147108,0.213484,0,0,0,0,0,0,0,0,0.444046,0,0,23.0485,4.60834,3.01255
"GRMZM2G114861","M2",8.11897,7.21396,7.03951,4.7872,5.15109,3.39683,1.82157,1.89951,2.18061,0.910467,0.771091,0.986963,21.7642,28.9695,19.7051,25.3281,24.6123,22.8903,7.21878,0,10.6427,3.83641
"GRMZM2G114873","M15",0,0.375762,1.50627,0.135803,0.471213,2.59248,2.10005,5.03733,8.34495,0,0,0,1.17272,0.968169,4.26502,0.000367664,0.378683,2.55404,0,0.312391,3.07393,1.388
"GRMZM2G114882","M6",0,0,0.289261,0,0,0,0.128517,0.363137,0,0,0,0.174592,1.62307,0.535419,0,1.60047,2.94611,1.47682,2.30227,0.16205,9.19642,3.28024
"GRMZM2G114893","M7",2.10508,2.04494,0,0,0,1.19199,0,2.69573,0,0,0,5.23598,0,2.25182,1.61077,3.6444,2.16398,5.03339,0,0,2.28931,0
"GRMZM2G114899","M8",0,0.639726,0.167163,0,0.392394,0,0,0,0.632651,0.146451,0,0,7.09e-11,1.61265,0.589805,11.1318,7.95992,9.37207,0.522069,0,2.06756,1.13102
"GRMZM2G114988","M12",0,0.774669,0,1.77074,0.617709,0,5.94696,6.72701,7.50418,2.06178,0.804346,2.98826,154.881,185.215,243.957,0,1.73104,0,3.07868,0,10.9849,0
"GRMZM2G114992","M17",3.38233,0,6.46284,4.26845,4.16339,4.13341,0.866325,0,0,0,0,3.51279,0,0,0,0,0,0,3.5749,0,0,0
"GRMZM2G114998","M3",0,0,0,0,0,0,0,0,0,0,0.536621,0,0,0,0,4.85613,6.56881,13.2523,0,0,2.34951,149.621
"GRMZM2G115049","M12",220.549,129.532,166.894,37.4511,23.6912,31.613,15.018,14.7672,30.8154,21.5688,13.1733,19.011,306.577,237.308,223.608,72.2128,127.97,116.308,25.8328,3.77607,22.9994,4.15286
"GRMZM2G115105","M15",0,0,0,0.254806,0.425759,0,13.1527,4.92206,3.90783,5.0729,2.76944,3.19601,1.18458,0.581133,0.657589,0,0,0.576836,0.321046,0.434954,0.78018,6.74703
"GRMZM2G115131","M4",1.62771,0,5.72198,0,0,0,0.411464,0,0.798032,0,0,0,2.32356,0,1.00422,42.0934,17.3056,15.9443,129.719,49.6088,14.2462,16.1128
"GRMZM2G115227","M3",0,0,3.98687,0,0,9.14575,11.1222,0,0,0,0,0,0,0,0,6.95837,9.55252,10.6359,0,0,0,9.97541
"GRMZM2G115245","M1",15.5932,12.5131,9.04247,6.04555,6.13437,4.13038,3.16016,2.72312,4.04039,4.08485,4.25982,4.32261,20.3073,18.7769,20.2388,34.2119,28.2385,30.4005,1.20518,0.292504,0.183048,2.69931
"GRMZM2G115329","M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4577,44.8321,14.1545,0,0,0,0
"GRMZM2G115357","M4",0.970317,3.72103,4.85226,0.857087,0,0.600844,0,0,2.81e-05,0,0,1.50409,2.18482,2.16044,3.95022,11.3584,2.36558,2.52387,222.823,6.93122,36.5773,31.3201
"GRMZM2G115372","M3",2.10154,0.888392,0.771262,0.290048,0.836588,1.14838,0.52526,0.331794,0.851262,0.213623,0.0751835,0.199594,1.34494,1.81271,1.85696,6.06171,3.55835,3.09055,1.71992,1.5188,1.20948,6.81748
"GRMZM2G115481","M3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1742,0,24.436
"GRMZM2G115491","M3",0,0,0,0,0,0.704907,0,1.12009,1.10635,0,0,0,3.60346,2.10763,1.00615,7.97674,0,0,0,3.54841,18.0016,35.8586
"GRMZM2G115499","M2",1.29665,1.17606,0.549819,0.509236,0.809953,0.916286,1.99749,5.51901,3.80956,1.72894,0,1.15845,22.5806,20.048,26.5812,28.7643,27.0296,28.9156,1.60863,0,1.91893,0
"GRMZM2G115504","M3",0,0.933149,0,0,0,0,3.60194,5.49431,6.85758,0.58239,0.483543,3.64244,1.22005,0,0,6.46439,5.24367,7.50022,0,10.6492,8.74254,119.016
"GRMZM2G115516","M9",12.1695,12.9916,11.7978,12.1152,16.1321,21.7105,2.32579,3.77964,7.86276,3.54196,4.78585,5.5677,0,7.10398,11.6302,7.85941,10.4192,20.7936,0,0,0.890326,0
"GRMZM2G115560","M4",0,11.6726,6.9286,0,20.8004,10.1117,0,0,1.58361,0,0,0,4.65314,3.46278,0,10.3049,0,0,22.0983,0,17.3955,0
"GRMZM2G115574","M18",0,2.71147,3.92,1.51533,4.52805,8.13748,3.06655,8.41882,8.51053,69.4651,141.963,142.377,0.887317,1.87001,1.09006,0,2.19263,2.55341,8.12705,4.85946,7.28325,3.52429
"GRMZM2G115646","M8",0.683849,0.663415,0.0405096,0.595809,1.78946,1.25695,18.0703,17.6663,14.5427,1.37377,2.99445,4.2096,7.91323,10.7853,11.488,22.4674,25.3445,21.5214,3.38926,5.19022,1.51986,12.8563
"GRMZM2G115660","M14",0.786887,2.56247,0.866093,0.59315,3.11706,0,0,0.953404,1.56629,0.54913,0.39732,1.54682,0.865471,0.701415,1.49108,1.15813,0.676029,3.24329,17.8596,34.8673,1.5301,13.3962
"GRMZM2G115721","M15",3.52633,1.68938,0,15.6011,16.7407,15.8282,28.5704,34.3715,22.7199,31.4908,35.3146,21.9501,0,1.2359,0,1.15068,0,0,0,0.907752,0,0
"GRMZM2G115783","M7",3.65728,33.0274,39.5391,13.7026,38.7567,30.2912,14.1133,12.2088,26.7092,2.66146,4.76023,7.79674,47.1101,36.1684,23.7497,303.334,226.962,244.153,13.1877,67.0191,188.237,141.391
"GRMZM2G115798","M8",0.00015433,4.93754,11.388,8.17515,1.53151,8.86156,0.207472,1.31568,2.63765,5.46293,0.528354,5.10733,0.0367403,6.13803,8.75613,15.5304,20.6482,34.6079,7.05322,0.00329698,2.04814,2.67413
"GRMZM2G115809","M4",0.276567,1.39189,1.14716,3.05706,3.10423,0.933928,1.18809,1.93017,1.00244,1.42625,1.20017,1.49137,1.99733,1.3189,1.04358,2.62648,4.01702,3.05094,32.2241,3.8409,5.42001,20.059
"GRMZM2G115812","M2",9.53911,11.3004,6.28072,5.61993,6.34684,2.4541,7.8406,5.98442,5.97007,3.03952,2.86375,1.68994,43.0108,26.1826,24.5693,34.2673,39.2354,32.3171,2.25431,0.0327385,7.40525,0.557247
"GRMZM2G115825","M12",7.49595,4.7092,3.42699,0.192274,0.0456651,0.0566919,4.2167,3.62255,4.12565,0.913847,0.590827,0.403609,38.0381,33.2145,29.3679,15.1684,24.8391,22.3527,0.740232,0,1.40102,0
"GRMZM2G115839","M16",35.2639,28.3563,61.9188,8.21139,13.5436,58.2989,0,4.49456,1.85575,5.50455,2.53822,3.24749,5.75804,1.1027,3.89052,12.2499,0,6.46817,31.6139,425.906,4.80365,197.094
"GRMZM2G115841","M6",0,0,0,0,0,0.917265,9.23e-06,4.41e-06,0,1.73167,0,0,0,3.88e-05,0,0,1.60245,0,0,0,18.2178,5.59401
"GRMZM2G115905","M11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668293,0,8.81524,3.30241,0
"GRMZM2G115960","M4",0.814952,0.49948,1.28531,0.388229,0.712092,0.141299,1.43396,1.11461,0.307658,0,0,0.554566,0.281541,0.718525,0.111097,1.61871,1.77678,1.95095,9.00628,1.22193,1.97012,1.88025
"GRMZM2G115998","M17",41.0382,40.5476,33.1892,49.503,63.2763,41.1028,18.1083,14.7305,14.2249,12.8105,8.28654,8.35102,31.1059,30.5843,16.7095,19.6767,28.8372,20.5118,1.09364,0.718901,0.8723,3.89052
"GRMZM2G116031","M12",0,0,0,0,0.415076,0,0,0,0.467,0,0,0,9.21856,20.6722,14.3373,6.42319,5.26291,14.162,0,0,0,0
"GRMZM2G116079","M8",22.4444,23.8634,29.4538,23.4204,27.7339,37.3912,61.6606,52.2696,43.8667,24.4867,24.6324,41.9764,69.5385,66.6776,44.1915,526.656,672.538,361.656,81.0064,38.3044,4.3958,29.8204
"GRMZM2G116140","M13",2.19e-06,0.2273,1.44e-05,2.16e-05,0.184054,1.77e-05,1.11e-05,4.48e-06,0.684002,0,0,0.226893,7.22e-06,0.437987,4.85e-06,0.853279,0.241313,6.39e-06,3.77993,2.29695,3.286,4.96e-05
"GRMZM2G116167","M17",7.95652,17.9237,34.3784,63.5996,69.3039,97.4701,1.46587,5.10436,11.1974,0,1.30788,0,2.53813,2.07911,0,0,0,0,0,0,44.6593,0
"GRMZM2G116204","M6",5.40106,8.14359,7.96854,4.70346,5.05124,3.20912,6.05848,14.228,10.8061,9.02085,2.60871,3.07525,31.7736,27.9329,42.2284,29.8769,19.9359,33.4972,7.41666,5.32996,60.5733,15.2471
"GRMZM2G116212","M18",0,0,0,5.94308,7.69851,10.7221,1.3202,7.7465,11.8406,92.4843,142.401,122.433,0,0,0,0,0,0,0,0,0,0
"GRMZM2G116360","M6",0,0,0,0,0,0,3.46869,3.13918,10.5829,0,0,0,0,0,3.6743,0,0,0,16.0351,8.51455,27.7657,0
"GRMZM2G116386","M18",0,0,0.1235,14.8901,16.3543,7.37902,14.1114,7.0069,11.4129,150.834,131.48,116.261,0.352396,2.32138,0,0,0.271785,0,0,1.31882,0,0
"GRMZM2G116426","M13",0,0,0,0,0,0,1.46698,2.45561,0.401681,0,0,0,0,0,0,0.875473,1.04183,0,3.76848,9.74721,9.3452,4.73495
"GRMZM2G116506","M4",2.57812,4.2014,2.04491,6.76231,4.49872,3.81395,10.1552,5.94917,2.42394,3.36363,0.575854,3.206,3.56913,2.48721,0.708679,9.81285,5.63704,10.9246,43.9592,5.41005,12.482,24.2222
"GRMZM2G116514","M4",7.11813,7.15497,5.34134,4.04637,2.85592,3.09893,0.375331,0,1.00231,0.30555,0.822021,0.186271,0,0.16245,0,0.216148,0.274365,0.619978,30.5744,13.8393,18.2955,15.6144
"GRMZM2G116538","M6",48.6145,49.1793,49.359,29.8936,32.2866,50.6152,0,0.514753,2.65064,0,0.369791,2.84146,6.68529,1.7192,3.6867,0,0,0,30.7481,8.00093,173.972,18.7071
"GRMZM2G116554","M5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30509,0,2.56688,3.72931
"GRMZM2G116574","M9",3.91756,5.05891,3.70203,1.88978,4.54321,0.537403,2.95209,5.1554,3.04613,0,1.3282,0.121628,5.91656,5.87214,5.66447,11.0702,5.46693,11.3399,0.198803,0,0.702744,0.225771
"GRMZM2G116584","M6",8.93494,4.99986,11.3238,6.03908,8.99879,4.89152,3.61152,2.50602,4.02193,0.913867,2.11476,0.738889,5.71351,4.32933,6.04258,4.8639,11.1438,10.8733,2.03479,2.9198,24.2778,3.23523
"GRMZM2G116614","M6",0,0,1.15751,0,0,0,3.77579,7.03588,7.06599,0,0.737575,0,0,0,0,2.26224,1.34962,2.33965,0,0,6.11603,1.59917
"GRMZM2G116620","M4",3.9675,6.48604,7.7741,13.6266,26.2821,11.704,23.6027,12.083,16.6741,4.35631,11.8835,7.54818,20.0702,17.1786,14.2789,28.6096,12.8274,27.0211,123.333,7.99699,7.35604,21.6111
"GRMZM2G116646","M5",0,0,0,1.14157,0,1.0712,1.30807,0.872423,2.69902,0,0.225384,0.302408,0,0,0,6.78455,4.25602,5.72648,0.503901,7.88689,98.7618,134.761
"GRMZM2G116658","M7",0.79965,1.08743,1.68008,1.56987,1.29984,2.50236,8.37903,8.3005,7.41337,0,0,0.424459,0.32757,0.135198,0,11.2861,10.9811,13.2662,0.235906,0.990147,13.8143,0.57535
"GRMZM2G116670","M3",0,0,0,0,0,0,1.70983,5.30784,7.81165,0,0,1.33747,0,0,0,0,0,1.93785,0,2.83493,0,8.7548
"GRMZM2G116671","M18",0,0,0,6.88456,0,1.35116,0.601922,0.997494,7.40713,13.6887,8.54214,8.85261,0,0,0,2.06195,0,0,0,0,2.54614,0
"GRMZM2G116685","M3",0,0.497077,0.99731,0.441799,0.400063,0,0.215333,0,2.82983,0.541476,0,0,0,0,4.0113,6.03909,2.24867,0,0,0,1.09455,4.05762
"GRMZM2G116696","M3",0,0,0.209353,0,0,0,0.155069,2.71794,1.10007,0.367526,0,0.816002,0,0,0,3.64659,0.955367,3.35539,1.80929,1.29202,2.16825,6.84086
"GRMZM2G116700","M4",3.35606,5.08044,3.83784,6.36181,5.06155,4.2901,1.34604,2.62548,2.98534,10.5802,8.51916,10.865,5.53105,7.27176,9.52817,10.4767,5.85665,6.13905,49.3247,5.69906,5.92503,11.5354
"GRMZM2G116812","M8",0,0.160559,0,0,0,0,0.339728,2.40389,0.632701,0,0.201562,0,0.815357,0.711205,1.02919,9.50071,5.92033,5.02965,0.311972,0.220497,1.51716,0
"GRMZM2G116876","M4",2.60439,2.92575,3.81964,2.83327,2.09038,2.43801,5.06702,4.32296,8.70666,25.7301,20.5078,35.1589,2.04416,4.06657,3.63771,3.03141,2.01927,3.82475,86.6127,10.7935,25.1953,22.7925
"GRMZM2G116881","M3",0,0.489226,1.78828,0,0.395388,0,0,0,0.458978,0,0,0,0,0,0,9.85712,20.4815,12.8214,2.84673,12.9747,42.1339,112.397
"GRMZM2G117007","M16",4.95534,2.64347,19.0734,18.6601,13.1414,19.9222,6.34215,6.90136,11.4531,0.814839,0.576352,1.15317,10.7212,7.90261,8.62429,11.8336,1.13936,5.28592,17.4973,80.2301,6.3283,46.2607
"GRMZM2G117030","M6",0,0,0,0,0,0,0.831521,0.257546,1.04465,0,0,0.911036,0,1.99547,2.05214,0,0,0,1.31647,1.06886,107.006,15.1466
"GRMZM2G117057","M15",0,18.4204,14.2711,2.63087,5.45522,1.65316,38.3674,87.0872,166.424,1.0114,0,0,14.9903,17.292,38.7586,8.21897,6.17642,17.8972,0,4.29503,31.5414,0
"GRMZM2G117064","M12",5.3686,5.11742,4.46454,2.62875,2.9488,1.41634,7.43452,3.5481,3.13496,3.63325,1.55193,2.94492,71.8107,56.6152,51.4776,32.4096,36.7595,38.7091,5.29602,2.38851,5.78132,1.66182
"GRMZM2G117189","M2",0.576374,0.906747,0.897197,0.796805,1.21781,0.408846,0.561347,1.11782,0.775122,0.583796,0,0,3.30128,3.1115,1.48048,6.15886,5.65676,5.02261,1.53179,0,0.640163,0.451493
"GRMZM2G117193","M3",0.845976,0.836365,0.250583,0.363748,2.19664,2.53565,0,0,0,0,0,0.481626,0,0,0,3.48133,2.99818,2.34116,0,0,0,23.7034
"GRMZM2G117198","M12",78.9711,91.6626,102.895,13.9816,18.3849,15.6453,12.0874,25.0929,28.5229,11.8523,7.76004,10.5706,218.021,256.13,276.914,195.993,181.701,170.483,50.6253,35.2657,90.1168,16.1792
"GRMZM2G117222","M2",9.58244,3.82878,11.2277,1.47254,0.767439,4.12078,1.2629,0.80984,5.1733,1.28526,3.44788,9.18885,11.4494,25.7945,27.6862,27.0079,25.6398,21.638,7.20817,0,13.5067,2.15282
"GRMZM2G117226","M4",8.14032,8.66251,10.2977,16.3393,13.8922,11.0693,8.50034,7.27102,4.66662,3.22318,6.28293,3.43581,2.69756,4.57783,2.83642,4.14025,5.86716,6.46216,62.4519,10.2337,10.6512,7.94289
"GRMZM2G117238","M9",9.65016,9.11153,10.3096,4.10665,5.71302,8.45777,1.75504,0.157171,1.63802,0.844143,1.81223,2.26449,10.2606,8.46825,5.69597,10.0253,11.9437,11.112,0,0.199508,0,0.358121
"GRMZM2G117300","M8",4.3776,4.99004,11.2165,2.66929,6.11813,3.00839,2.69709,5.10225,0.738671,2.17122,0.620797,0.305868,2.85648,1.98927,3.53805,28.1787,12.7424,17.8477,7.15097,0,3.68162,7.60694
"GRMZM2G117329","M6",0,2.03798,0.483454,2.12916,0.762871,0.731408,0.320984,0.392878,0,0,0,0,1.50247,1.43037,1.69594,4.38251,1.44105,1.66344,2.52968,0,10.5539,1.2198
"GRMZM2G117357","M10",107.755,57.1387,65.8044,48.0153,60.3394,51.6937,11.9435,15.716,14.8599,1.8163,5.48097,4.07091,25.0652,20.0254,12.7632,12.6991,9.52111,11.8862,6.34901,10.5206,9.28476,0.460965
"GRMZM2G117392","M3",0,1.57838,3.07216,0,0.635314,1.85823,1.29322,1.40987,0,0,0,0,0,0,1.26284,9.12752,6.97753,4.1497,0,0,1.82663,10.0952
"GRMZM2G117405","M13",0,0,0,0,0,0,0,0.0927377,0.0861055,0.17438,0,0,0,0,0,0.147107,0,0.208183,0,15.3051,11.1036,7.63136
"GRMZM2G117465","M15",0.000389698,1.70469,1.3333,1.29639,2.43595,0.734331,5.06348,4.3683,4.28206,0.753914,0,1.34941,2.13156,1.3458,2.34082,5.72778,4.37484,1.07874,4.56e-06,0.623312,1.65116,4.99e-06
"GRMZM2G117497","M11",0,0,0.286092,0.568476,0.776638,0,0,0,0,0,2.48724,0,0,0,0.494656,19.6825,13.8761,7.39946,0,119.006,0,1.4198
"GRMZM2G117558","M4",2.35185,0,1.09939,0,0.929924,0,0,0,0,0,0,2.43825,0,0,1.83792,2.09769,2.46115,0,6.6076,9.04926,0,0
"GRMZM2G117707","M7",1.37721,2.99757,4.69675,1.16074,1.45743,1.6809,1.15076,1.80921,2.38295,0,0.126955,0.112095,9.45609,10.563,11.6233,39.2014,33.8382,23.8071,3.53272,1.22273,31.7394,19.1667
"GRMZM2G117754","M12",0,1.64787,1.35001,1.00534,0.656215,1.53816,1.02177,0.556658,2.7775,1.6907,1.04239,2.8368,3.97473,7.88866,8.77245,3.79933,4.67176,4.22515,0,0.946685,0.496345,0.320922
"GRMZM2G117790","M6",0.00314726,0.00122894,4.95814,3.30566,7.00831,5.14508,0.176556,9.33e-06,1.49334,0,8.17e-07,0,4.03953,1.75512,0.000113719,1.29e-06,8.23537,2.04146,3.12801,0,7.39507,0.365819
"GRMZM2G117833","M3",0,0,0.492445,0.526478,0,1.08579,0,1.06343,0,0,0.739111,0.682626,1.46795,1.20797,1.71446,0,0,2.60277,3.14667,0,0,7.05342
"GRMZM2G117836","M3",1.97051,2.01168,1.10297,0.914056,0.837152,0.163413,3.15174,2.12202,1.70832,3.8672,3.0087,3.31304,3.85557,1.45907,2.76997,0.942293,2.38366,2.06486,5.28754,1.02306,2.23462,15.6276
"GRMZM2G117851","M6",0.486934,0,0,0,0,0,0.40122,1.35974,0.958797,0,0,0,1.50035,1.9326,2.77203,0.64276,1.52954,2.20873,1.47044,0.520161,5.19312,2.56802
"GRMZM2G117854","M13",2.48844,2.23779,3.46626,2.62329,2.10797,2.62928,5.53849,4.53266,3.01415,3.55174,6.58524,4.34929,3.68811,2.75416,1.87074,3.02422,7.25596,7.11606,0.572949,17.9603,27.9672,14.1617
"GRMZM2G117930","M6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22357,0,7.29062,0
"GRMZM2G117940","M15",2.53002,0.87986,1.54049,1.76814,2.06137,4.45909,151.056,232.936,204.713,0,0,0,0,0.918946,0,0,0,0,0,0,0,0
"GRMZM2G117956","M6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6733,4.67875
"GRMZM2G117993","M8",3.96926,3.28106,2.46055,0,2.59893,2.32086,1.79659,2.0262,2.99191,1.75735,1.87198,4.89343,2.99166,2.34718,1.67207,37.0643,20.3759,32.178,0,8.17952,7.69617,6.49847
"GRMZM2G117999","M6",1.32618,0.826301,2.65912,0,0,0.248902,0,0,0,0,0,0.275486,0.593158,0.552972,0,2.51846,0.465557,4.07341,0,0,15.1227,2.69338
"GRMZM2G118003","M4",285.352,348.742,292.419,309.282,309.762,329.931,209.882,254.82,270.463,101.849,159.348,107.001,143.93,116.14,118.242,98.814,156.354,106.622,2504.93,49.3171,773.431,88.1131
"GRMZM2G118019","M8",0,0,0,0,0,0,0.264354,0,0,0,0,0,0.853501,0,0,15.0494,12.0259,10.2225,0,0,0,0
"GRMZM2G118022","M3",0,0.310137,0.241025,0.283972,0.40788,0.274059,0.543802,2.02698,0.580979,0,0.0489747,0.12809,0.700723,0.775902,1.18173,7.57329,8.27438,7.65975,2.57177,0.325509,4.35906,21.3969
"GRMZM2G118047","M3",0,0,0,0,0,0,0.462987,0,0.167655,0,0,0,0,0,0,0,3.35099,1.93383,1.13e-05,1.64255,2.77213,7.75605
"GRMZM2G118063","M2",0,0,0.494257,0.106895,0,0,1.22359,0.129203,0.905495,0,0,0.16058,18.8879,16.9829,19.2652,20.1208,23.7057,35.2816,1.5516,0.780104,6.87253,0
"GRMZM2G118066","M8",0,4.45894,5.81325,0,0,0,0,0.874008,0,0,0,0,6.8803,5.31124,0,69.078,60.5301,5.95645,0,0,3.89348,7.71371
"GRMZM2G118078","M3",7.25885,34.8013,21.1419,20.1522,29.7419,20.3248,9.29131,31.3416,18.9009,14.0093,24.1333,19.3918,20.1259,14.7164,7.6428,25.1251,21.7201,52.6177,53.5767,39.7278,67.758,190.821
