Cluster	AG	AP1	AP2	AP3	BLR	PI	SEP3	LFY	JAG	ETT	RGA
AP1/AP3	0.977102	1.54861	1.01294	0.710655	1.66399	0.630398	1.62131	1.06499	1.30155	3.65478	0.903315
AP1/AP3	0.367708	2.37276	1.31782	1.2484	3.52616	1.50121	1.58125	0	3.4993	2.53477	1.18064
AP1/AP3	1.24407	0.896991	1.16417	1.58144	4.81327	1.6628	1.56673	1.69282	1.62689	1.89718	1.99564
AP1/AP3	2.83896	3.66096	2.04979	3.60996	0.653722	3.53678	3.68034	14.227	1.35546	0.941314	1.25415
AP1/AP3	3.01996	1.05174	0.97733	2.54212	1.29005	1.90784	1.86818	2.62968	5.2619	1.18125	2.64569
AP1/AP3	1.66545	3.0268	3.32361	1.6154	2.39292	1.57508	2.70358	1.636	3.20557	1.16212	3.02843
AP1/AP3	2.47843	0.88312	1.01294	2.28536	1.97448	2.36447	1.2387	1.02366	1.44202	0.815803	1.68123
AP1/AP3	1.01875	0.639349	1.80499	0.971961	1.58031	1.17789	1.56673	2.91485	1.3728	2.13521	4.50836
AP1/AP3	1.79886	3.80253	0.360593	1.10776	1.03425	1.00453	5.81668	0	1.54058	0.821206	0.672243
AP1/AP3	1.32529	5.34005	3.46564	2.03911	2.24756	2.95323	4.44985	2.98937	2.10745	2.01118	4.96326
AP1/AP3	1.88111	1.63326	1.11748	4.17904	0.934497	6.30105	1.92934	7.7617	2.12693	1.72619	1.61323
AP1/AP3	3.16815	4.08862	2.37145	1.06908	1.94468	2.79199	3.57417	0	4.2442	3.43847	1.53511
AP1/AP3	1.54239	3.44104	1.80499	1.15831	3.4044	1.84324	2.04591	0	1.45472	0.797016	2.07861
AP1/AP3	6.06203	6.02481	1.27026	8.67296	12.3672	4.97799	4.86638	1.06499	3.28755	4.31011	2.44186
AP1/AP3	5.88478	4.94153	2.60626	6.72509	5.08942	6.49045	8.27831	0	11.3722	2.45793	4.49605
AP1/AP3	1.41695	0.757975	1.18392	2.20914	0.861668	2.33976	1.00497	0	0.464457	2.25493	1.54992
AP1/AP3	1.49194	2.476	1.80499	0.7614	1.01457	1.19811	2.60852	0	1.2861	2.33402	0.553909
AP1/AP3	10.9495	1.9044	4.31119	7.98596	1.27753	10.9349	2.61301	2.7454	5.15694	1.87299	4.89519
AP1/AP3	2.13028	4.64462	0.932095	3.29448	2.23469	4.3125	6.3136	0.861667	1.22677	2.54808	3.1332
AP3/AG	1.59726	1.34507	1.80499	3.0157	1.6386	3.10243	1.60784	0	1.11685	1.98854	1.24401
AP3/AG	5.76338	5.29517	6.93875	6.34147	1.79697	7.32468	4.02797	1.34526	3.95926	1.33294	6.74626
AP3/AG	0.671605	1.67326	1.20861	2.1318	0.290725	1.628	1.57756	0.934369	0.797587	2.27084	2.36652
AP3/AG	2.78148	2.2479	1.27026	6.23166	3.51463	8.17276	3.2143	1.32821	0.640237	1.14277	1.30231
AP3/AG	2.35664	1.85438	1.16417	2.58153	1.34708	3.24824	2.22689	0.99232	0.964961	3.85684	1.31195
AP3/AG	4.93155	1.17179	2.43578	3.35646	1.46864	3.97503	3.72449	0.882901	1.71433	1.99102	9.05228
AP3/AG	3.97114	0.979963	0.71696	4.57879	0.781013	8.29548	3.32625	1.23635	0.594512	2.57633	0.833931
AP3/AG	2.40517	2.39489	1.80499	1.12075	0.787909	0.829039	0.913901	0	0.734649	1.90953	0.886692
AP3/AG	2.90119	2.35256	0.762202	1.88118	4.83942	1.62893	2.19637	2.13386	1.08286	7.87407	3.04256
AP3/AG	0.99122	1.0866	1.99088	1.27578	1.02478	1.12514	1.10561	5.34439	1.00316	0.795707	0.656678
AP3/AG	1.44505	2.8884	0.834162	0.896778	2.8541	5.64561	1.24509	1.29457	0.872589	1.75176	0.904242
AP3/AG	0.867576	1.435	0.97733	0.977454	2.21517	0.852028	1.13228	0.603959	1.01869	1.40929	1.20852
AP3/AG	1.23404	1.38564	3.26311	1.21445	1.42559	1.53866	2.32409	1.43374	0.767512	1.93407	9.39068
AP3/AG	1.82958	2.30321	1.97261	2.34404	1.99913	1.98151	1.46838	1.03516	6.55267	2.17196	5.18916
AP3/AG	1.65895	0.99021	4.09232	2.10447	0.940694	1.25388	0.943099	1.39601	1.3203	2.60408	2.05949
AP3/AG	9.01781	1.07249	1.27026	3.86519	1.07229	7.24668	3.63848	0	1.19193	0.782145	1.75604
AP3/AG	4.5499	1.00072	1.44202	3.57506	1.0015	3.89595	2.20035	1.39601	3.08089	4.0212	4.68192
AP3/AG	3.5969	1.19187	1.80499	1.50008	3.01061	1.75596	1.2047	0	4.10158	1.28005	2.40112
AP3/AG	6.22249	1.20829	2.60626	21.5177	0.661784	8.31566	2.75479	2.47772	1.75828	0.961286	0.923569
AP3/AG	2.28891	2.58388	1.07228	1.44512	2.06612	1.16662	2.25762	0	3.437	3.56559	1.69408
AP3/AG	4.80629	3.73385	0.762202	2.95663	1.84598	3.80039	5.64458	2.22202	0.778165	0.99136	2.29384
AP3/AG	3.52102	5.39441	2.54413	1.16654	1.54149	2.47485	2.7829	2.70083	3.77392	1.14492	1.62294
AP3/AG	1.66129	2.9796	1.80499	0.422374	1.40305	0.694874	3.74725	2.03332	3.5176	2.96873	0.945246
AP3/AG	5.76705	6.0294	0.728779	10.7925	12.7402	6.62965	4.6966	2.85196	3.38038	1.87299	4.39624
AP3/AG	1.98207	1.36164	4.57276	1.23869	4.03907	1.18685	1.41998	1.20833	3.57552	2.70052	3.51745
AP3/AG	5.18799	1.25941	2.43578	3.51497	1.06961	4.69679	3.1744	1.10526	1.17295	1.75176	2.60661
AP3/AG	2.61324	4.64462	1.80499	3.24371	1.32028	2.39506	8.16325	6.93121	3.77908	3.57117	5.6273
AP3/AG	2.54583	0.672461	1.04099	2.8992	1.88772	2.75261	1.38747	0.848543	0.442359	0.925888	1.13152
AP3/AG	5.27554	1.32549	8.47129	6.80681	1.28713	6.23222	2.81299	1.62784	2.83171	2.56945	2.78415
AP3/AG	0.828799	2.86201	0.681031	1.10385	3.10881	1.5967	1.64492	3.16284	0.926398	0.676668	1.07
AP3/AG	0.413918	0.436984	3.96917	27.9732	0.526187	22.692	0.0420373	0.98062	0.678841	2.88462	4.43054
AP3/AG	4.73721	1.0647	1.80499	2.49352	1.131	3.48985	2.66584	0.575265	2.51988	1.93407	0.9457
AP3/AG	1.51367	0.706635	1.48178	1.1527	1.79367	1.08438	2.26429	9.90427	2.77884	1.82982	1.18304
AP3/AG	2.09773	1.89316	1.80499	1.83638	3.4366	2.62861	1.27551	1.31788	9.05023	1.06563	4.30866
AP3/AG	2.26086	1.00072	1.04099	1.58651	1.38747	1.77125	1.56673	5.16123	2.08375	0.925888	0.717475
AP3/AG	2.08732	0.639349	1.57	3.7636	1.01594	3.40163	1.44095	1.4473	1.24846	1.72015	2.39119
AP3/AG	0.675606	1.10477	0.911284	0.909726	1.46252	0.769814	1.23719	2.32582	1.36913	1.21937	1.57149
AP3/AG	2.13521	2.39489	0.954564	1.65976	1.08515	2.00846	1.62845	1.25961	3.64812	3.01754	2.81483
AP3/AG	0.730806	1.07879	1.80499	1.33558	0.672336	0.84	0.747211	3.08733	0.631775	0.39508	1.14221
AP3/AG	2.7791	0.945821	0.496814	1.69513	1.2422	2.08816	0.928721	2.00895	0.650247	0.687666	3.771
AP3/AG	1.16386	0.873922	0.360593	1.75756	0.76064	1.84072	0.586968	11.8409	0.67873	1.20492	1.10138
AP3/AG	5.74635	2.70872	9.20929	3.59419	11.061	5.6139	2.92051	2.01951	2.68304	2.30638	2.04586
AP3/AG	14.3976	1.91418	0.753302	5.35754	1.99506	5.98014	2.48437	0.759302	2.26057	1.46295	0.816579
AP3/AG	1.01875	1.46822	2.99904	1.13083	1.57	0.73694	0.883708	0.905124	1.23312	0.858618	0.779609
AP3/AG	3.86061	2.36439	4.29223	4.35623	1.43225	3.70855	3.37267	1.74104	5.10335	3.11083	8.47009
AP3/AG	0.870785	0.767347	0.552758	1.52436	1.39851	1.66813	0.753749	1.76599	1.0261	4.17293	0.850209
AP3/AG	2.69002	2.45362	0.482358	3.7219	1.03233	3.15933	3.17278	4.36679	2.98861	1.38415	0.855683
AP3/AG	1.25918	1.28415	1.97933	1.28126	1.81966	1.38919	2.24596	2.01951	1.57167	2.47137	3.02617
AP3/AG	3.59058	2.03345	2.19551	6.25105	2.68754	5.36092	2.75479	3.65194	1.05128	3.12966	3.20055
AP3/AG	3.10963	0.664709	1.16417	3.50644	1.33239	2.48246	0.866293	2.13386	1.29384	0.852243	1.30498
AP3/AG	1.58858	0.84043	0.663656	1.18176	0.724425	0.812301	0.791574	0	0.90968	3.22091	2.75328
AP3/AG	1.01006	1.01436	1.80499	2.23809	3.98323	1.56564	0.853577	10.2218	2.55746	3.99575	2.47482
AP3/AG	10.722	13.603	3.66288	11.3232	2.63719	7.68278	8.32074	0	10.1242	2.56945	1.45588
AP3/AG	2.4572	0.527392	2.66839	4.97021	0.897827	5.41669	1.93542	0	1.24457	1.18385	0.658762
AP3/AG	2.20694	2.85088	1.11748	6.27505	1.197	5.13077	4.89553	0.972698	1.17475	1.46829	1.17759
AP3/AG	2.20694	2.85088	1.11748	6.27505	1.197	5.13077	4.89553	0.972698	1.17475	1.46829	1.17759
AP3/AG	0.22828	0	0.735547	26.8214	3.90197	32.4098	0	0.703578	1.76887	1.78169	1.44199
AP3/AG	0.22828	0	0.735547	26.8214	3.90197	32.4098	0	0.703578	1.76887	1.78169	1.44199
AP3/AG	0.884495	1.29539	4.3065	1.21445	1.93478	0.95999	1.39932	2.91485	0.776102	0.814214	1.01286
AP3/AG	2.20962	4.75799	1.80499	1.97763	9.84113	2.74299	4.49322	0	2.69331	7.19818	1.75935
AP3/AG	0.543539	0.959805	0.898157	1.12671	1.21858	1.79682	0.984032	3.29326	0.395453	2.42583	0.527169
AP3/AG	3.01268	1.36164	3.83021	1.89686	1.78923	3.29441	2.29664	11.8409	0.88343	1.79684	3.13075
AP3/AG	8.43765	3.34218	2.12005	5.32145	0.63917	4.23881	5.21385	3.07413	0.991879	2.91519	1.18064
AP3/AG	4.09996	4.89708	5.55341	3.41131	4.62692	2.98543	5.40798	1.61341	4.01649	2.05708	2.82053
AP3/AG	2.87834	0.78724	0.735547	1.30124	2.28571	1.62893	0.904955	1.23635	1.07121	1.29658	1.36749
AP3/AG	1.42576	0.724988	1.44202	2.28536	0.688352	2.19626	1.12427	1.17574	1.21569	6.72037	7.58973
AP3	3.10202	1.7615	4.06516	5.36217	1.97238	4.86064	1.9852	4.23803	1.57744	3.02364	3.24705
AP3	5.55077	1.0647	1.21664	3.60996	0.626332	4.19004	3.13923	2.43922	1.56613	1.11531	3.41041
AP3	3.74488	0.992725	0.999877	4.0854	0.903548	4.94569	4.19285	1.98178	0.757984	1.77067	1.59528
AP3	0.764034	1.89316	3.32361	1.53942	1.86393	1.04842	2.18841	0	2.9821	1.26847	1.67694
AP3	1.18839	2.34308	0.777547	1.02614	1.78954	0.927039	1.24509	2.41582	2.3407	0.444835	1.22651
AP3	5.08074	1.77566	1.27026	5.61256	1.46821	6.90043	2.75429	0	5.63914	0.761261	0.974979
AP3	2.83115	2.60061	1.27026	1.07876	1.39479	2.41078	2.81299	1.06499	1.40229	1.25374	0.640483
AP3	1.43388	1.30522	2.24229	0.994403	0.63292	0.916219	2.21181	2.26652	1.27165	6.14139	1.50599
AP3	1.38243	1.29899	1.16417	4.85015	1.06266	3.01214	0.913901	0	1.57053	1.85435	1.53983
AP3	0.589612	1.69189	0.634553	0.820489	4.75266	1.03655	1.0414	0.972698	3.26247	13.9197	9.35723
AP3	3.74687	1.8254	1.63103	2.8394	0.880414	3.13704	2.92453	1.49211	1.00453	1.06275	0.847155
AP3	2.01924	1.30522	1.27026	1.18113	0.694568	1.2484	1.82383	3.90839	0.84756	1.74133	3.11857
AP3	1.33811	4.43029	2.60626	2.60735	1.38207	3.03685	4.4232	2.14208	1.06546	1.76918	3.1353
AP3	2.81378	1.7591	2.87888	2.85651	1.28986	1.73965	4.34475	0	1.01001	2.04604	0.844399
AP3	0.578157	1.01607	0.565919	0.782886	2.12784	0.643041	1.87325	0.780701	1.59454	1.97809	0.656004
AP3	2.62105	5.16483	2.08579	3.5437	3.35238	2.78191	5.7816	2.13386	2.60338	5.3369	2.7489
AP3	1.34027	4.01619	1.38814	0.929489	1.17101	1.19198	4.25642	0	5.13378	1.48597	2.95236
AP3	5.01464	4.02977	3.96917	2.77729	0.546005	2.76787	3.32625	4.43351	2.62963	1.45602	1.91286
AP3	8.78671	5.01242	2.8151	6.32287	4.09111	10.3369	4.07338	1.29457	4.83417	6.03941	11.8667
AP3	1.05183	1.49211	2.14898	1.03802	1.24061	1.45528	2.91016	1.5376	1.29476	1.39498	3.71927
AP3	0.717574	1.16317	1.27026	0.969615	3.16818	0.959427	1.10786	0.679067	1.58278	0.877292	2.13345
AP3	4.91624	3.86484	1.19444	4.16194	2.69995	4.01665	3.41643	3.41659	2.39489	0.603361	1.38546
AP3	0.985345	3.30978	1.40469	2.63504	5.88831	3.20083	1.38146	0.464465	0.730327	1.12678	0.871583
AP3	7.06893	3.87478	0.565919	4.82755	1.48213	8.13687	3.54184	0.759302	0.666975	6.00044	1.07188
AP3	3.46197	3.46204	2.06289	4.29404	1.58708	4.01478	7.06367	1.39601	3.99451	2.0841	2.44557
AP3	2.61324	4.64462	1.80499	3.24371	1.32028	2.39506	8.16325	6.93121	3.77908	3.57117	5.6273
AP3	5.91721	4.10081	0.64491	12.3971	12.494	13.9506	4.26907	0	1.3863	1.09314	3.14487
AP3	1.69615	1.42605	2.99904	4.79291	1.67638	7.64293	1.12131	0.759302	0.643703	0.377198	0.572882
AP3	1.34467	1.45299	1.07228	3.2146	1.39713	2.09803	1.02623	0.662729	0.848522	0.867573	1.18958
AP3	2.711	1.47918	1.34228	3.51691	1.7277	2.98986	2.50631	3.02438	3.9403	2.78044	3.14802
AP3	13.2017	3.83571	1.10411	10.0839	2.61939	3.20751	2.9326	2.19797	3.36425	5.4864	3.2893
AP3	4.32868	8.01517	2.92476	3.46333	5.41802	5.10958	4.33183	3.29326	3.57359	3.46088	1.08724
AP3	1.00067	1.24383	3.46564	0.600296	0.530581	0.716423	1.21718	2.79416	0.941161	0.657865	0.916845
AP3	2.2343	3.68173	2.73063	2.43516	4.24373	2.71127	2.32326	2.03332	1.30504	2.50709	6.0044
AP3	4.31112	4.17863	3.62074	4.82466	4.32128	3.76776	5.29517	1.17574	3.14458	3.07304	2.64569
AP3	2.33562	2.60719	2.43578	6.11995	2.40044	6.86827	3.20561	1.29457	1.23672	1.23882	1.6213
AP3	1.11606	0.945821	0.653076	1.59454	1.72354	1.76126	1.13228	1.62784	1.62689	4.13599	3.04256
AP3	2.87299	0.866293	1.04099	7.63681	0.900312	4.15388	2.77379	2.01951	0.93016	1.62844	3.95998
AP3	1.71573	1.91418	3.32361	1.54945	2.46942	1.25566	2.04896	2.26652	1.17175	2.37039	4.82515
AP3	1.4112	2.91687	1.56614	2.63504	5.62381	2.81759	2.30281	1.06499	3.64426	1.18464	1.45741
AP3	1.43263	4.24446	2.54413	0.840321	1.33982	1.31033	3.97005	8.32311	4.03264	5.94184	3.88933
AP3	1.27794	1.8682	8.03515	1.34919	0.866226	1.38252	1.98251	1.27567	1.03451	2.0675	3.78801
AP3	2.7791	2.63882	2.1105	3.29612	0.675309	3.04567	2.6067	2.05639	0.545037	2.28771	1.7661
AP3	1.84195	10.7296	0.898157	4.83716	14.3344	5.16676	9.81739	0	0.788184	2.88081	1.38563
AP3	4.18399	0.943816	2.37145	2.36548	0.911124	2.77954	1.98204	0	3.86589	1.19196	3.04256
AP3	2.25722	1.27547	2.60626	2.37749	1.07184	2.67632	1.28027	1.74997	1.39615	1.37131	2.05233
AP3	2.90119	1.36164	1.66376	2.07889	7.09901	3.35527	2.03368	2.01951	2.24235	1.39416	4.55441
AP3	0.71597	0.876862	1.27026	1.2484	1.27715	1.03807	0.855348	0	1.87072	0.887329	1.94974
AP3	19.549	15.8625	6.15849	13.558	8.3143	16.2185	9.49606	0	5.55889	24.8362	12.4025
AP3	3.92419	2.71113	2.66839	2.53645	0.748719	2.63865	4.0089	0	4.05838	3.08506	3.52139
AP3	1.18485	0.945821	1.40469	2.23809	1.62914	0.911159	0.68021	0	1.64483	0.812406	0.860118
AP3	1.18071	0.661148	1.27026	2.32931	0.650469	2.58515	0.893217	3.06356	1.07121	1.58676	1.44661
AP3	2.88869	3.89417	4.75445	3.80489	3.51279	2.71127	3.38254	2.88589	2.50466	3.51958	5.18008
AP3	1.25123	0.945821	0.811086	2.02226	1.2084	2.41583	0.913901	5.14005	0.61538	0.744487	1.39041
AP3	3.14726	3.14647	1.13239	2.53335	1.03962	4.34489	3.92206	4.83146	0.76354	1.12678	1.38831
AP3	6.31186	7.17431	3.46564	6.13708	0.596023	6.06058	10.1318	1.06499	2.39886	2.14178	1.28529
AP3	0.791663	1.63326	1.80499	1.49594	1.2542	1.48117	2.05397	1.57788	1.33805	1.34686	3.45058
AP3	2.03133	2.99913	4.34359	1.89972	2.55158	2.17899	3.74442	1.79004	3.01817	1.33668	2.05233
AP3	3.51109	2.95112	1.48178	4.15973	0.342072	2.07096	4.62466	0	0.49069	2.81298	0.610326
AP3	4.71998	1.7743	3.04175	3.41751	0.570116	1.96095	2.44226	0	4.89596	9.26804	3.20533
AP3	2.28019	3.15427	0.932095	3.02393	0.969059	3.13896	4.28565	0	2.20674	0.753772	1.54252
AP3	2.46697	0.575057	1.08477	2.12646	0.816606	3.22109	1.15847	4.47366	1.11575	2.24709	2.01917
AP3	1.44505	1.29285	2.47634	1.03802	1.15851	1.92959	1.43394	1.4473	6.77764	1.23214	2.60256
AP3	1.91508	2.39489	1.80499	0.872313	0.603327	0.723772	1.17365	0	1.1648	1.43828	0.424989
AP3	2.43581	1.28729	2.94975	0.988427	1.62449	1.23387	1.46838	1.03516	1.63121	2.09328	1.90711
AP3	3.78125	4.61697	1.30474	4.36455	5.25151	3.51743	3.68964	4.29367	3.65572	2.78044	3.85626
AP3	0.88068	1.05174	1.40469	0.866296	1.38119	0.959641	1.57158	4.36679	1.41414	0.943076	1.33755
