plant	genotype	day	volume.fluo.iap	side.area (px)	top.area (px)	side.height (px)
1121KN282	Wiebke	40.455913	10729680.38	58331.57143	106401	700.7142857
1121KN283	Wiebke	40.456734	10207970.08	59045.14286	110091	668.4285714
1121KN284	Wiebke	40.457554	10110596.82	61679.71429	99392	793
1121KN285	Wiebke	40.458374	10749867.9	62370.42857	111595	815.4285714
1121KN286	Wiebke	40.459194	11228034.08	68099	96126	721.8571429
1121KN287	Wiebke	40.460014	10227472.93	58550.28571	114199	647.4285714
1121KN288	Wiebke	40.460833	10464333.83	59452	115857	641.1428571
1121KN295	MorexDH	40.46657	12469544.93	63869.14286	116998	684.2857143
1121KN296	MorexDH	40.467388	14934692.97	71509.85714	130761	785.1428571
1121KN297	MorexDH	40.468205	15180866.6	71189	137956	655.4285714
1121KN298	MorexDH	40.469026	15259081.04	73610.14286	122512	667.8571429
1121KN299	MorexDH	40.469848	12878499.62	67022.57143	106158	765.8571429
1121KN300	MorexDH	40.470667	13740202.8	66207.14286	125912	603.8571429
1121KN307	BarkeDH	40.476394	12365347.31	64269.28571	121239	524.5714286
1121KN308	BarkeDH	40.477212	11479641.94	60961.28571	106821	550.1428571
1121KN309	BarkeDH	40.478031	11416919.04	62751.57143	121091	568.4285714
1121KN310	BarkeDH	40.47885	11894091.34	67300.28571	104402	483.5714286
1121KN311	BarkeDH	40.479668	11736755.24	66214.85714	110830	623
1121KN312	BarkeDH	40.480487	11836736.64	63505.28571	113572	558.1428571
1121KN053	Perun	40.486261	10083218.13	63633.14286	115159	675.5714286
1121KN054	Perun	40.486979	11005373.75	67643.71429	119907	752
1121KN064	Sissy	40.495054	10028826.08	70622.28571	107648	829.8571429
1121KN065	Sissy	40.495873	9589218.541	69704.85714	95237	817.4285714
1121KN066	Sissy	40.496692	10332202.14	68704.85714	114021	819.2857143
1121KN067	Sissy	40.497512	10346170.79	69317.71429	95583	719.7142857
1121KN068	Sissy	40.498331	10108888.43	69205.71429	102787	689.7142857
1121KN069	Sissy	40.499148	9775976.923	67927.14286	97263	876.7142857
1121KN070	Sissy	40.499969	10323904.58	68785.14286	106667	762.5714286
1121KN071	Sissy	40.50079	10464151.93	66575.42857	102300	609.8571429
1121KN072	Sissy	40.50161	10352655.09	65477.28571	111674	769.1428571
1121KN082	Trumpf	40.5098	11591186.13	69235	103520	830.1428571
1121KN083	Trumpf	40.510619	12232005.06	70822.71429	100537	645.2857143
1121KN084	Trumpf	40.511439	12098636.6	70468.71429	111456	583.8571429
1121KN085	Trumpf	40.512259	11631057.62	67307.71429	119477	586.1428571
1121KN086	Trumpf	40.51308	11939392.93	66452.57143	108765	577.8571429
1121KN087	Trumpf	40.513901	12169798.48	69885.14286	121576	674.5714286
1121KN088	Trumpf	40.514718	12074139.27	70065.57143	103394	560.8571429
1121KN089	Trumpf	40.515539	12203025.76	68228.42857	114655	582.4285714
1121KN090	Trumpf	40.516356	11812998.28	68276.57143	105566	569.4285714
1121KN100	Franken	40.524539	10640020.76	60767.57143	101406	738.7142857
1121KN101	Franken	40.525361	9907952.708	60245.14286	105958	494.7142857
1121KN102	Franken	40.52618	10382774.31	62790.71429	107664	470.1428571
1121KN103	Franken	40.526998	10182698.24	60166	100278	534.4285714
1121KN104	Franken	40.527819	10507380.91	60893.71429	110739	521
1121KN209	Eunova	40.535488	9507287.008	63239.57143	90188	557.5714286
1121KN210	Eunova	40.536204	10420859.4	64544.85714	98133	577.2857143
1121KN211	Eunova	40.536898	9063608.978	63149.42857	87830	600.8571429
1121KN212	Eunova	40.53772	8668001.013	54548.85714	96134	687.4285714
1121KN213	Eunova	40.538539	9828406.932	60455.71429	98923	575.5714286
1121KN214	Eunova	40.539357	10609935.58	62558.28571	106586	606.4285714
1121KN215	Eunova	40.540176	9741167.479	61694.57143	95520	617.8571429
1121KN216	Eunova	40.540994	9250676.472	60685.71429	90494	634.8571429
1121KN226	Streif	40.549183	11379943.18	63943.57143	110249	589.1428571
1121KN227	Streif	40.550004	12746449.75	65770.42857	115516	620.7142857
1121KN228	Streif	40.55082	12562461.29	68681.71429	114238	657
1121KN229	Streif	40.551639	13994420.9	71399.42857	133485	554.8571429
1121KN230	Streif	40.552456	12258255.4	64157.14286	118325	485
1121KN231	Streif	40.553274	14871382.35	77721.71429	119615	606.7142857
1121KN232	Streif	40.554092	14239956.32	74829.71429	126399	640.7142857
1121KN233	Streif	40.554913	13172718.28	70340.57143	113645	599
1121KN234	Streif	40.555733	11689673.49	68806.57143	101328	669.7142857
1121KN244	Ursa	40.563916	13111088.44	76134	108913	636
1121KN245	Ursa	40.564736	11954447.85	75463.85714	98205	558
1121KN246	Ursa	40.565555	10473700.28	64481	101348	571
1121KN247	Ursa	40.566372	10448779.42	69780.71429	83704	570.7142857
1121KN248	Ursa	40.567193	11611156.87	68661.42857	104438	494.2857143
1121KN249	Ursa	40.568009	11113917.48	65990	102649	496.4285714
1121KN250	Ursa	40.568829	12091491.32	70960.28571	103398	532.4285714
1121KN251	Ursa	40.569648	10459674.64	63770.57143	106084	590
1121KN252	Ursa	40.570467	10579627.44	64122.28571	104435	604
1121KN157	BarkeCS	40.580927	11335485.7	63731.57143	116198	601.1428571
1121KN158	BarkeCS	40.581644	11980972.33	65191.42857	110959	561.1428571
1121KN159	BarkeCS	40.582339	11716354.85	59887.28571	121174	584.5714286
1121KN160	BarkeCS	40.583158	11485206.36	62518	115625	529.5714286
1121KN161	BarkeCS	40.583978	11423400.8	61025.57143	118543	569
1121KN162	BarkeCS	40.584798	10944227	58531	116992	503.8571429
1121KN172	Beatrix	40.592986	9506690.976	59317.71429	99776	603.5714286
1121KN173	Beatrix	40.593804	12851997.3	70247.14286	119021	626.4285714
1121KN174	Beatrix	40.594624	12600197.15	66602.14286	116506	553.5714286
1121KN175	Beatrix	40.595443	11914645.04	63827.28571	115342	554.4285714
1121KN176	Beatrix	40.596263	12031400.71	62079	111093	654.5714286
1121KN177	Beatrix	40.597083	11388240.22	62146.85714	114663	532.4285714
1121KN178	Beatrix	40.597901	13490929.76	68680.85714	122025	570.5714286
1121KN179	Beatrix	40.59872	13481212.32	69798.85714	114562	533
1121KN180	Beatrix	40.599538	12028031.76	65386.14286	118816	573.7142857
1121KN190	Djamilia	40.607724	9786086.565	64458.57143	96823	678.5714286
1121KN191	Djamilia	40.608545	9420739.282	62877.14286	93001	656.1428571
1121KN192	Djamilia	40.609363	10241418.91	66766.85714	101311	543.4285714
1121KN193	Djamilia	40.610186	10817862.69	66315.85714	98273	659.1428571
1121KN194	Djamilia	40.611005	9933749.384	66563.42857	89178	700.8571429
1121KN195	Djamilia	40.611824	9516087.217	61743	93056	676
1121KN196	Djamilia	40.612647	10664411.89	70307	96805	700
1121KN197	Djamilia	40.613466	10263336.7	63655.85714	100500	655.8571429
1121KN198	Djamilia	40.614283	9493240.165	61865.71429	93982	670.7142857
1121KN208	Eunova	40.622478	8290498.134	59055.85714	87402	609.7142857
1121KN028	Isaria	41.336955	10363960.82	67437.42857	88403	560.4285714
1121KN029	Isaria	41.33766	9147048.187	69057.14286	78360	546.5714286
1121KN030	Isaria	41.338492	11245440.29	73177.85714	91926	775.1428571
1121KN031	Isaria	41.33932	11364650.97	73239.28571	86846	540.5714286
1121KN032	Isaria	41.340147	11726225.32	71206.28571	98047	490.7142857
1121KN033	Isaria	41.340975	11716035.17	71789	93190	512
1121KN034	Isaria	41.341803	9656404.849	68765.71429	77338	498.7142857
1121KN035	Isaria	41.342633	9173123.507	68166.14286	69125	554.5714286
1121KN036	Isaria	41.34346	10362910.04	68926.57143	80787	509.7142857
1121KN046	Perun	41.350905	12734853.08	73639.14286	105351	640.7142857
1121KN049	Perun	41.351728	11703162.69	69139.14286	111465	739.4285714
1121KN047	Perun	41.352556	11768711.08	71209.85714	109104	707.4285714
1121KN048	Perun	41.354206	11146228.01	68150.42857	105483	764.7142857
1121KN050	Perun	41.355031	15408101.31	74716.42857	135649	584.5714286
1121KN051	Perun	41.355854	10108034.76	62811.14286	95456	633.7142857
1121KN052	Perun	41.356679	11238714.57	69007	117940	680.8571429
1121KN105	Franken	41.357504	9896201.657	62439.14286	90073	513.2857143
1121KN106	Franken	41.358329	12876709.5	70768.28571	127995	660.1428571
1121KN107	Franken	41.359155	11519435.88	67104.57143	114440	621
1121KN108	Franken	41.359979	11310279.69	68073.57143	91223	618.8571429
1121KN118	Intensiv	41.368217	11269980.91	78519.28571	92206	585.2857143
1121KN119	Intensiv	41.369039	11844416.21	70778	110146	672.2857143
1121KN120	Intensiv	41.369865	NA	NA	NA	NA
1121KN121	Intensiv	41.370687	10780855.91	71645.71429	86622	591.8571429
1121KN122	Intensiv	41.371511	11006692.95	71472.42857	105475	657.7142857
1121KN123	Intensiv	41.372334	12103335.36	72999.57143	112153	690.8571429
1121KN124	Intensiv	41.373158	11354153.32	68993	104363	544
1121KN125	Intensiv	41.373981	11643138.83	70570.57143	96424	526.5714286
1121KN126	Intensiv	41.374806	11240338.77	69352	100313	637
1121KN136	Bavaria	41.387763	10364210.9	63773.42857	90930	593.7142857
1121KN137	Bavaria	41.388587	7474152.888	49788	82481	584.4285714
1121KN138	Bavaria	41.389411	9331396.21	62396.14286	77591	550.1428571
1121KN139	Bavaria	41.390232	9837277.85	63207	81366	544.4285714
1121KN140	Bavaria	41.391053	12127915.29	67323.42857	105899	549.8571429
1121KN141	Bavaria	41.391872	9087914.599	62278.42857	69064	496.8571429
1121KN142	Bavaria	41.392696	11090195.26	63369.57143	103592	591
1121KN143	Bavaria	41.393516	9734711.776	64425	84361	564.4285714
1121KN144	Bavaria	41.394338	9942797.903	66749	72962	548.2857143
1121KN154	BarkeCS	41.402542	11879868.84	64365.85714	119275	600.2857143
1121KN155	BarkeCS	41.403364	12707293.23	65333.85714	117544	558.5714286
1121KN156	BarkeCS	41.404185	10511659.56	61927.85714	92144	646.1428571
1121KN010	Apex	41.412409	11063751.78	68254.71429	101373	572
1121KN011	Apex	41.413232	7847395.108	60188.14286	70630	576.2857143
1121KN012	Apex	41.414057	11116611.75	65115.28571	110644	587.1428571
1121KN013	Apex	41.41488	8462975.373	58409	78116	467.8571429
1121KN014	Apex	41.415702	8889971.493	60409.28571	84515	617.7142857
1121KN015	Apex	41.416526	10066925.28	64946.71429	91456	606.7142857
1121KN016	Apex	41.417346	9041445.591	60285.85714	80139	455
1121KN017	Apex	41.418169	7768692.63	55787	77626	460.5714286
1121KN018	Apex	41.41899	11161694.87	66491.42857	97236	574.2857143
1121KN287	Wiebke	41.433471	10011148.89	59389.85714	107871	667.2857143
1121KN288	Wiebke	41.434189	10754693.39	60901.71429	114790	671.1428571
1121KN295	MorexDH	41.439806	13111403.04	66962.71429	116648	730.2857143
1121KN296	MorexDH	41.440625	15403474.77	73600.42857	126995	806.4285714
1121KN297	MorexDH	41.441445	16308880.39	73877.42857	143800	686.4285714
1121KN298	MorexDH	41.442267	14781540.82	72487.85714	113310	644.2857143
1121KN299	MorexDH	41.443088	13046035.88	67711.85714	105737	778.5714286
1121KN300	MorexDH	41.443906	14252084.24	67434	125640	626.8571429
1121KN307	BarkeDH	41.449644	11884404.31	65278.14286	109567	531.4285714
1121KN308	BarkeDH	41.450467	11868684.48	62352.14286	108452	567.5714286
1121KN309	BarkeDH	41.451288	12020389.64	63612	122701	587.2857143
1121KN310	BarkeDH	41.452107	11619355.21	67414.57143	98237	480.4285714
1121KN311	BarkeDH	41.452927	10938265.3	65040	98275	622.8571429
1121KN312	BarkeDH	41.453747	11512470.87	62798.42857	107448	568.4285714
1121KN209	Eunova	41.454568	9060652.666	62284.28571	85565	538
1121KN210	Eunova	41.455389	10172561.42	64386.14286	94784	597
1121KN211	Eunova	41.456208	8719600.185	62533.85714	84645	614.2857143
1121KN212	Eunova	41.457029	8935420.527	56289.42857	96061	709.7142857
1121KN213	Eunova	41.457849	9277616.156	59202.85714	88302	596.8571429
1121KN214	Eunova	41.458669	10696062.07	63234.85714	106863	636.1428571
1121KN215	Eunova	41.459493	9615615.56	61665.85714	91628	616.5714286
1121KN216	Eunova	41.460314	9189102.078	59757.42857	89003	630.1428571
1121KN226	Streif	41.468511	11654569.61	63982.85714	115518	616.1428571
1121KN227	Streif	41.469333	12961903.72	67073.57143	111970	650.2857143
1121KN228	Streif	41.470151	12248696.32	68746.57143	105410	682.7142857
1121KN229	Streif	41.470973	14502405.09	73204	135006	600.4285714
1121KN230	Streif	41.471792	13385639.21	67833.42857	121702	504.7142857
1121KN231	Streif	41.47261	14339736.18	76444.85714	115042	637.7142857
1121KN232	Streif	41.473428	13687462.09	75345.28571	115681	668.4285714
1121KN233	Streif	41.474247	12801880.92	70237	107400	616.4285714
1121KN234	Streif	41.475068	11149359.08	67951.85714	95612	699.8571429
1121KN082	Trumpf	41.483078	10878919.73	67808	94140	829.4285714
1121KN083	Trumpf	41.483896	11455871.45	69389.42857	94193	669.1428571
1121KN084	Trumpf	41.484715	11828729.3	70744.42857	106995	603.8571429
1121KN085	Trumpf	41.485536	11594785.55	68138.71429	112520	611.2857143
1121KN086	Trumpf	41.486353	11492263.57	66031.28571	102294	586.4285714
1121KN087	Trumpf	41.487175	12037555.61	69718.57143	119636	688
1121KN088	Trumpf	41.487996	11687112.1	69498.57143	100492	582.1428571
1121KN089	Trumpf	41.488813	11949743.81	68194.14286	112864	532
1121KN090	Trumpf	41.489632	10896929.58	65922	98121	555.7142857
1121KN100	Franken	41.497823	9601167.111	58502	87326	727.1428571
1121KN101	Franken	41.49864	9120704.541	60909	90753	510.8571429
1121KN102	Franken	41.499459	9398977.64	62026	91065	470.5714286
1121KN103	Franken	41.500277	8930682.735	59244.85714	86111	507.5714286
1121KN104	Franken	41.501097	10569461.3	62870.71429	104588	556.8571429
1121KN157	BarkeCS	41.501916	10316014.86	61673.85714	105208	615.1428571
1121KN158	BarkeCS	41.502735	11232165.32	64273.57143	103639	585.1428571
1121KN159	BarkeCS	41.503551	11727048.15	60015.42857	119808	580.7142857
1121KN160	BarkeCS	41.504368	11146190.64	62095	107970	531.7142857
1121KN161	BarkeCS	41.505186	11357614.32	61480.85714	117343	589.2857143
1121KN162	BarkeCS	41.506004	11265214.52	60092.28571	119901	544.4285714
1121KN172	Beatrix	41.514194	10300210.01	61885.85714	106603	624.5714286
1121KN173	Beatrix	41.515015	12670624.03	69855.28571	114129	653.2857143
1121KN174	Beatrix	41.515834	12599954.21	67956.85714	112575	589.8571429
1121KN175	Beatrix	41.516654	12183344.25	66391.42857	109049	595.7142857
1121KN176	Beatrix	41.517472	11919790	62956.28571	105057	678.5714286
1121KN177	Beatrix	41.518292	12154704.9	64427.71429	118250	549.1428571
1121KN178	Beatrix	41.519112	13263203.98	69460.85714	116661	578.2857143
1121KN179	Beatrix	41.519934	13350627.46	70525.71429	112254	575.2857143
1121KN180	Beatrix	41.52075	12094433.69	67327.28571	116670	621.1428571
1121KN244	Ursa	41.537294	12433286.96	75691.14286	101157	665.8571429
1121KN245	Ursa	41.538111	10672647.05	72044.28571	90400	567.8571429
1121KN246	Ursa	41.538931	9908812.394	65234.28571	91417	571.4285714
1121KN247	Ursa	41.53975	9465884.638	67987	74100	596
1121KN248	Ursa	41.540571	10906816.34	69168.28571	93807	516.8571429
1121KN249	Ursa	41.541391	10571823.81	65588.42857	94657	503.5714286
1121KN250	Ursa	41.542211	11416782.71	70834.71429	95653	544.2857143
1121KN251	Ursa	41.54303	10349534.8	64060.57143	102341	559
1121KN252	Ursa	41.543851	10638296.49	65339.71429	103868	639.7142857
1121KN262	Victoriana	41.552041	11212869.42	61152.28571	100286	670.4285714
1121KN263	Victoriana	41.552861	11840690.7	65884.71429	98542	688.2857143
1121KN264	Victoriana	41.553681	11611666.48	63113	100784	737.8571429
1121KN265	Victoriana	41.554499	11867567.51	64871.57143	105247	600.4285714
1121KN266	Victoriana	41.555316	11105987.87	60658.85714	98650	645.4285714
1121KN267	Victoriana	41.556134	10269787.08	57763.42857	91459	634.7142857
1121KN268	Victoriana	41.556953	12303259.6	67356.71429	107745	654.4285714
1121KN269	Victoriana	41.557774	12752096.17	66524.57143	107933	660.7142857
1121KN270	Victoriana	41.558591	13562477.88	72124.14286	105544	696.7142857
1121KN280	Wiebke	41.566785	9407439.926	58576.14286	84846	771.4285714
1121KN281	Wiebke	41.567604	10606584.54	63434.57143	106837	822.4285714
1121KN282	Wiebke	41.568421	10066399.32	57975.71429	96059	723
1121KN283	Wiebke	41.569238	10259903.88	60158.85714	108732	667.1428571
1121KN284	Wiebke	41.570056	9846321.904	61649.42857	93449	804.8571429
1121KN285	Wiebke	41.570876	9569358.19	61649.71429	89681	818.2857143
1121KN286	Wiebke	41.571694	9691394.634	64341	83546	717.7142857
1121KN190	Djamilia	41.580965	9655824.279	67596.28571	89310	688.7142857
1121KN191	Djamilia	41.581782	10152623.95	66478	97310	663.1428571
1121KN192	Djamilia	41.582601	9760072.853	66011.85714	96378	538.8571429
1121KN193	Djamilia	41.583418	10660567.56	66069.42857	94096	669.2857143
1121KN194	Djamilia	41.584238	9608717.623	65085.14286	87989	610.8571429
1121KN195	Djamilia	41.585059	9267321.559	61803.14286	88814	674.5714286
1121KN196	Djamilia	41.585876	10151610.58	69006.85714	91087	678.1428571
1121KN197	Djamilia	41.586695	11098856.01	66196.42857	105121	689
1121KN198	Djamilia	41.587514	10082603.55	63740.85714	96797	699
1121KN208	Eunova	41.595699	8436124.599	60657.42857	85069	634.1428571
1121KN053	Perun	41.596519	9660224.719	64465.71429	104587	668.1428571
1121KN054	Perun	41.597339	10557787.83	68181.42857	108616	716.5714286
1121KN064	Sissy	41.605535	9466542.045	70619.14286	96220	841
1121KN065	Sissy	41.606351	8945588.452	67911.57143	88416	693.1428571
1121KN066	Sissy	41.607172	10209977.19	70285.71429	108104	849.2857143
1121KN067	Sissy	41.607989	9574373.924	68170	84547	717.7142857
1121KN068	Sissy	41.608809	9802756.086	69358.57143	99670	710.1428571
1121KN069	Sissy	41.609629	8913192.615	67427.42857	87102	866.7142857
1121KN070	Sissy	41.61045	9679563.091	67193	99955	760.1428571
1121KN071	Sissy	41.611268	9452299.724	66421.14286	88500	616.7142857
1121KN072	Sissy	41.612088	9539976.167	65390.85714	99847	776.2857143
1121KN105	Franken	42.40285	7704143.135	57539.57143	69734	512.2857143
1121KN106	Franken	42.403579	12312719.71	71447.57143	117562	674
1121KN107	Franken	42.404284	10795676.3	65726.57143	106326	553.2857143
1121KN108	Franken	42.405114	8968778.84	61314.71429	75986	611.4285714
1121KN118	Intensiv	42.413401	9507181.406	72843.71429	79237	563.5714286
1121KN119	Intensiv	42.414229	11048877.36	69287.71429	96733	696.4285714
1121KN120	Intensiv	42.415057	NA	NA	NA	NA
1121KN121	Intensiv	42.415884	9188727.384	66431.85714	77081	585.8571429
1121KN122	Intensiv	42.416708	10300176.97	70758.85714	91642	655.4285714
1121KN123	Intensiv	42.417534	10857124.64	70856.14286	97677	708.5714286
1121KN124	Intensiv	42.418361	10879361.28	68026.85714	95836	572.7142857
1121KN125	Intensiv	42.419189	9720655.493	67122.42857	76507	544.8571429
1121KN126	Intensiv	42.420017	9620454.896	65825.57143	79930	649.2857143
1121KN136	Bavaria	42.428283	9001036.628	60899	74303	599.7142857
1121KN137	Bavaria	42.429109	8472243.076	56047.28571	90662	603.5714286
1121KN138	Bavaria	42.429934	8794385.533	60972.14286	68611	551.5714286
1121KN139	Bavaria	42.430758	8927687.882	61807.57143	71491	519.7142857
1121KN140	Bavaria	42.431582	11090061.37	65702.42857	90556	551
1121KN141	Bavaria	42.432404	8206175.052	60649.85714	62594	468.8571429
1121KN142	Bavaria	42.433228	10306614.05	63700	86837	588.4285714
1121KN143	Bavaria	42.434051	8739710.739	61356.28571	71911	483.4285714
1121KN144	Bavaria	42.434876	8890766.7	65072	64238	548
1121KN154	BarkeCS	42.443119	10789936.35	63784.14286	101545	599.8571429
1121KN155	BarkeCS	42.443941	11713522.94	65152.14286	102516	594.4285714
1121KN156	BarkeCS	42.444763	9715332.87	61069.28571	81537	653.5714286
1121KN010	Apex	42.457708	9286348.762	63702	83920	574.5714286
1121KN011	Apex	42.458531	6818901.753	56854.28571	65501	555.2857143
1121KN012	Apex	42.459354	10542758.57	65538.71429	99856	598.5714286
1121KN013	Apex	42.46018	7053398.762	53835.14286	64414	431.7142857
1121KN014	Apex	42.461003	7656122.357	56137.14286	72852	580.2857143
1121KN015	Apex	42.461825	8493208.834	60013.42857	78704	611.5714286
1121KN016	Apex	42.462647	7895665.234	57032.14286	68733	440.5714286
1121KN017	Apex	42.463472	6787164.135	52941.42857	67012	443.8571429
1121KN018	Apex	42.464298	9738760.767	63721.57143	85015	576.7142857
1121KN028	Isaria	42.472524	8685180.773	64654.14286	70782	566.8571429
1121KN029	Isaria	42.473346	8206523.054	64089.85714	68899	480.2857143
1121KN030	Isaria	42.474168	9507618.651	66868.28571	75827	780.5714286
1121KN031	Isaria	42.474993	9436013.445	68049.14286	67688	545
1121KN032	Isaria	42.475812	9480409.664	67979.57143	77176	481.4285714
1121KN033	Isaria	42.476632	9324274.305	65615.14286	72029	497.8571429
1121KN034	Isaria	42.477455	7694966.867	61020.14286	64141	476.1428571
1121KN035	Isaria	42.478275	7489493.231	60101.85714	57654	508.5714286
1121KN036	Isaria	42.479095	8676651.848	64811.28571	66833	508
1121KN046	Perun	42.486492	10869975.78	70551.14286	88299	626.2857143
1121KN049	Perun	42.487312	10382643.93	67566.28571	101693	708.8571429
1121KN047	Perun	42.488131	10043061.74	68699.28571	89588	716.7142857
1121KN048	Perun	42.489771	9462945.926	64308.71429	89519	659.1428571
1121KN050	Perun	42.490591	12519123.81	72634.71429	102514	587.5714286
1121KN051	Perun	42.491408	8747470.638	60546.71429	83919	640.4285714
1121KN052	Perun	42.492226	9550753.849	67746	97913	692.8571429
1121KN209	Eunova	42.499986	7796086.242	58496.85714	76485	541
1121KN210	Eunova	42.500701	8599973.364	59634.14286	85203	616.1428571
1121KN211	Eunova	42.501394	7721177.136	58536.85714	78691	610.1428571
1121KN212	Eunova	42.502212	9035826.963	56095.71429	95218	727.5714286
1121KN213	Eunova	42.503029	8397415.933	57604.42857	78407	605.2857143
1121KN214	Eunova	42.503852	10254957.31	62193.85714	103195	655.1428571
1121KN215	Eunova	42.504676	8553279.844	58538.57143	85968	566.1428571
1121KN216	Eunova	42.505496	8210677.351	57448.28571	81193	629.4285714
1121KN226	Streif	42.513699	11652462.52	65654.57143	108122	643.1428571
1121KN227	Streif	42.514519	12173238.79	65518.14286	104474	658.7142857
1121KN228	Streif	42.515338	11240890.41	67844.71429	93652	698
1121KN229	Streif	42.516157	14232351.47	74479.85714	128012	641.7142857
1121KN230	Streif	42.516975	13955859.19	70676.85714	119082	535
1121KN231	Streif	42.517796	12919903.37	74295.85714	98470	637.5714286
1121KN232	Streif	42.518616	12079242.45	72536.71429	97594	685.2857143
1121KN233	Streif	42.519433	11564830.78	67381.42857	93627	571.8571429
1121KN234	Streif	42.520256	10290217.13	66056.71429	89371	701
1121KN244	Ursa	42.528449	11420069.09	72742.42857	97875	687.1428571
1121KN245	Ursa	42.529269	9788561.98	69848	85531	564.1428571
1121KN246	Ursa	42.530091	9658008.029	65609.28571	84336	588
1121KN247	Ursa	42.530909	8788869.479	66282.14286	67092	616.1428571
1121KN248	Ursa	42.531727	9839354.704	66574.71429	86250	561.2857143
1121KN249	Ursa	42.532544	10409105.41	65445.57143	91419	498.7142857
1121KN250	Ursa	42.533363	10032580.6	67740.14286	83761	557.4285714
1121KN251	Ursa	42.534183	10500160.33	66853.42857	96610	574.2857143
1121KN252	Ursa	42.535003	10561161.24	65957.42857	96002	669.4285714
1121KN157	BarkeCS	42.547475	9148465.756	59307.57143	92741	614.1428571
1121KN158	BarkeCS	42.548192	11039257.73	64311	100278	603.4285714
1121KN159	BarkeCS	42.548887	10852813.01	59816.14286	107806	606.8571429
1121KN160	BarkeCS	42.549704	10676686	62301.14286	101660	552
1121KN161	BarkeCS	42.550522	10437462.87	61374.14286	102721	605.2857143
1121KN162	BarkeCS	42.551344	10466568.08	59443.28571	106264	561.4285714
1121KN172	Beatrix	42.559544	11074096.51	64259.42857	110246	629.4285714
1121KN173	Beatrix	42.560362	12162550.21	70522.57143	107585	681.2857143
1121KN174	Beatrix	42.561182	12061718.81	66904.28571	105280	630.4285714
1121KN175	Beatrix	42.562002	11714878.21	66759.57143	103281	628.7142857
1121KN176	Beatrix	42.562822	11731658.06	63897.57143	101061	721.4285714
1121KN177	Beatrix	42.563643	12847967.88	66699.85714	125972	578.1428571
1121KN178	Beatrix	42.564464	12366085.86	68652.14286	105593	619.2857143
1121KN179	Beatrix	42.565284	13122042.92	70909.85714	108536	619.7142857
1121KN180	Beatrix	42.566106	12289567.59	68666.85714	113011	674.1428571
1121KN190	Djamilia	42.574302	9764096.816	67653.28571	85976	676.8571429
1121KN191	Djamilia	42.575121	10547785.4	68710	101466	667.8571429
1121KN192	Djamilia	42.575942	8772186.895	64560.28571	83120	552.4285714
1121KN193	Djamilia	42.576761	10304902.62	65770.14286	89650	584.8571429
1121KN194	Djamilia	42.577582	9054329.328	62275.85714	83997	586.1428571
1121KN195	Djamilia	42.578402	8515555.245	60657.71429	83900	657.7142857
1121KN196	Djamilia	42.579221	8597355.12	65217	80003	627.8571429
1121KN197	Djamilia	42.580042	11700292.83	69116.14286	108777	698.5714286
1121KN198	Djamilia	42.580862	10209406.58	65686.71429	96951	712.2857143
1121KN208	Eunova	42.589053	8464319.338	61647.85714	81768	652
1121KN262	Victoriana	42.59743	11334429.88	62479.57143	102894	693.8571429
1121KN263	Victoriana	42.598126	11674392.75	66470.85714	95126	719.8571429
1121KN264	Victoriana	42.598943	11049212	62774.28571	96067	756
1121KN265	Victoriana	42.599764	11876834.26	65375.85714	105122	642.2857143
1121KN266	Victoriana	42.600585	11223704.78	63046.14286	98183	693.4285714
1121KN267	Victoriana	42.601403	10186483.54	59091	88774	686.1428571
1121KN268	Victoriana	42.602222	12156246.6	67814.42857	98837	698.5714286
1121KN269	Victoriana	42.603042	12165084.3	66497.85714	100604	681.1428571
1121KN270	Victoriana	42.603864	13304444.13	72573.71429	100822	715.4285714
1121KN280	Wiebke	42.61206	8693735.879	57962.85714	77784	742.1428571
1121KN281	Wiebke	42.612881	9918408.074	61719.71429	100317	803.5714286
1121KN282	Wiebke	42.613699	9604635.079	58285.42857	90344	742
1121KN283	Wiebke	42.614517	10151391.17	60973	107180	659.2857143
1121KN284	Wiebke	42.615337	9167013.919	61269.85714	85955	783.7142857
1121KN285	Wiebke	42.616157	8848642.61	61054.71429	82142	835.2857143
1121KN286	Wiebke	42.616976	8610950.364	60515.42857	79997	719.7142857
1121KN287	Wiebke	42.617796	9020355.843	59267.42857	95981	659.8571429
1121KN288	Wiebke	42.618616	9663892.371	59688.28571	100677	702.5714286
1121KN295	MorexDH	42.624353	11861381.14	66919.71429	99553	758.2857143
1121KN296	MorexDH	42.625173	14719027.45	74735.71429	116040	820.5714286
1121KN297	MorexDH	42.625994	14957303.5	72031.85714	130921	639.7142857
1121KN298	MorexDH	42.626814	12703459.55	67893	98594	656.2857143
1121KN299	MorexDH	42.627631	11635985.2	65212.14286	95091	681.7142857
1121KN300	MorexDH	42.628449	13009487.17	64960.42857	116338	638.5714286
1121KN307	BarkeDH	42.634181	10449108.02	61218	99495	525.1428571
1121KN308	BarkeDH	42.635002	10167530.37	58304.28571	92139	562.7142857
1121KN309	BarkeDH	42.635821	11020228.17	62105.33333	107938	535.2857143
1121KN310	BarkeDH	42.636639	9478777.601	62389.57143	84295	458.8571429
1121KN311	BarkeDH	42.637459	9447785.66	61145.42857	88476	500.7142857
1121KN312	BarkeDH	42.638276	9412843.708	58387	90374	549.4285714
